cod_prod_lj;cod_loja;cod_produto;ref_varejista;dia;dia_detalhado;semana;mes;decr_mes;trimestre;ano;periodo;periodo2;valor;quantidade;indicador3;indicador4;indicador5;indicador6;indicador7;indicador8;indicador9
;5101;7896072922486;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;24.38;2;;;;;;;
;5101;7896072900118;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;16.9;1;;;;;;;
;5101;7896072902143;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;11.39;1;;;;;;;
;5101;7896072922400;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;19.9;1;;;;;;;
;5101;7896097722016;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;21.9;1;;;;;;;
;5101;7896072903553;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;19.9;1;;;;;;;
;5101;5011013100194;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;189.94;6;;;;;;;
;5101;7897110000395;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;307.65;75;;;;;;;
;5101;7891136057005;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;47.9;1;;;;;;;
;5101;7891046160116;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;101.6;4;;;;;;;
;5101;7791560000236;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;426.3;7;;;;;;;
;5101;7891050000705;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;34.9;1;;;;;;;
;5101;7896336800833;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;115.3;7;;;;;;;
;5101;7896494207314;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;702.86;71;;;;;;;
;5101;7896494209615;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;189.29;19;;;;;;;
;5101;7896494208342;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;199.65;22;;;;;;;
;5101;7897736410660;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;118.1;9;;;;;;;
;5101;7896547501260;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;52.19;11;;;;;;;
;5101;10082184103668;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;389.7;3;;;;;;;
;5101;7896266102007;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;67.6;4;;;;;;;
;5101;7896266101116;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;67.6;4;;;;;;;
;5101;7896266101109;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;133.29;8;;;;;;;
;5101;7898280625029;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;327.21;39;;;;;;;
;5101;7898280628266;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;96.48;12;;;;;;;
;5101;7897736410349;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;50.83;17;;;;;;;
;5101;7897736410387;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;20.93;7;;;;;;;
;5101;7897736410325;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;89.7;30;;;;;;;
;5101;7897736410653;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;14.95;5;;;;;;;
;5101;7897736410332;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;44.85;15;;;;;;;
;5101;7897736410370;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;8.97;3;;;;;;;
;5101;7896002111911;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;70.6;4;;;;;;;
;5101;7896010006360;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;87.6;4;;;;;;;
;5101;8006063004759;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;154.6;4;;;;;;;
;5101;7891991304849;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;161.35;25;;;;;;;
;5101;8006063901942;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;64.9;1;;;;;;;
;5101;7894900336016;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;7.99;1;;;;;;;
;5101;7896266104070;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;295.41;29;;;;;;;
;5101;7896002111928;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;219.72;38;;;;;;;
;5101;7894900335170;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;15.47;3;;;;;;;
;5101;7894900336504;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;55.96;4;;;;;;;
;5101;7896336810733;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;60.19;4;;;;;;;
;5104;50196364;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1507.99;10;;;;;;;
;5104;50196388;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;152.9;1;;;;;;;
;5104;80432400432;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;554.6;4;;;;;;;
;5104;80686006077;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;299.67;3;;;;;;;
;5104;80686027638;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1207.69;12;;;;;;;
;5104;82184004364;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1379.0;10;;;;;;;
;5104;82184090510;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;435.3;7;;;;;;;
;5104;85156875009;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;70.59;1;;;;;;;
;5104;5000265101042;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;481.68;11;;;;;;;
;5104;5000267013602;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1354.42;14;;;;;;;
;5104;5000267014005;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1521.78;20;;;;;;;
;5104;5000267024011;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1770.25;17;;;;;;;
;5104;5000267107776;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;299.9;1;;;;;;;
;5104;5000267179810;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;2568.57;20;;;;;;;
;5104;5000267187150;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;178.9;1;;;;;;;
;5104;5000267190556;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;539.4;6;;;;;;;
;5104;5000277002535;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;299.8;2;;;;;;;
;5104;5000281003160;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;293.7;3;;;;;;;
;5104;5000281004020;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;389.7;3;;;;;;;
;5104;5000281050171;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;254.9;1;;;;;;;
;5104;5000289020701;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;74.9;1;;;;;;;
;5104;5000289932479;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;160.8;2;;;;;;;
;5104;5000291020706;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1418.5;15;;;;;;;
;5104;5000291023462;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;669.3;7;;;;;;;
;5104;5000291025930;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;189.8;2;;;;;;;
;5104;5000291026548;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;769.2;8;;;;;;;
;5104;5000299610015;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;2037.53;23;;;;;;;
;5104;5000329002537;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;129.9;1;;;;;;;
;5104;5000387905634;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;52.9;1;;;;;;;
;5104;5010103261609;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;119.77;3;;;;;;;
;5104;5010106110249;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;279.8;2;;;;;;;
;5104;5010106111451;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1934.9;29;;;;;;;
;5104;5010677715003;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;154.9;1;;;;;;;
;5104;5011007003029;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;119.9;1;;;;;;;
;5104;5011013100132;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;59.9;1;;;;;;;
;5104;5099873003220;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;338.44;36;;;;;;;
;5104;7312040017010;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;492.43;6;;;;;;;
;5104;7312040350117;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;197.9;2;;;;;;;
;5104;7312040550586;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1028.9;11;;;;;;;
;5104;7791200200545;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;58.38;2;;;;;;;
;5104;7791200200552;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;249.5;5;;;;;;;
;5104;7891050000903;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;752.5;25;;;;;;;
;5104;7891050001108;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;832.0;30;;;;;;;
;5104;7891050001238;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;614.0;10;;;;;;;
;5104;7891050002259;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;64.9;1;;;;;;;
;5104;7891050003652;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;158.7;3;;;;;;;
;5104;7891121154009;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;167.6;4;;;;;;;
;5104;7891121155006;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;79.9;1;;;;;;;
;5104;7891121203004;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;91.8;2;;;;;;;
;5104;7891121208009;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;45.9;1;;;;;;;
;5104;7891121212006;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;45.9;1;;;;;;;
;5104;7891121213003;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;321.3;7;;;;;;;
;5104;7891121219005;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;230.21;5;;;;;;;
;5104;7891125000067;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;109.8;2;;;;;;;
;5104;7891125000074;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;253.5;5;;;;;;;
;5104;7891125000081;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;57.9;1;;;;;;;
;5104;7891125000104;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;39.9;1;;;;;;;
;5104;7891125064038;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;119.8;2;;;;;;;
;5104;7891125064076;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;59.9;1;;;;;;;
;5104;7891125064465;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;109.8;2;;;;;;;
;5104;7891125181490;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1818.6;14;;;;;;;
;5104;7891136051003;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;6118.67;137;;;;;;;
;5104;7891149105564;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;477.62;88;;;;;;;
;5104;7891149840878;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;538.35;105;;;;;;;
;5104;7891991300841;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;248.03;55;;;;;;;
;5104;7891991301114;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;284.57;43;;;;;;;
;5104;7891991301138;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;295.07;43;;;;;;;
;5104;7893218000473;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;4180.9;111;;;;;;;
;5104;7893218002002;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;784.76;10;;;;;;;
;5104;7893218002576;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1530.5;59;;;;;;;
;5104;7893218003375;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;255.6;4;;;;;;;
;5104;7893218003603;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1972.49;258;;;;;;;
;5104;7893218003610;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;221.11;29;;;;;;;
;5104;7893218003634;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1233.0;20;;;;;;;
;5104;7893218003726;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;119.8;2;;;;;;;
;5104;7893218003733;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;59.9;1;;;;;;;
;5104;7893218003757;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;182.19;9;;;;;;;
;5104;7893218003764;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;45.98;2;;;;;;;
;5104;7894900184037;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;67.28;12;;;;;;;
;5104;7894900184136;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;70.3;10;;;;;;;
;5104;7894900184235;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;53.92;8;;;;;;;
;5104;7894900184334;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;41.93;7;;;;;;;
;5104;7894900335040;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;5.49;1;;;;;;;
;5104;7894900335095;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;5.49;1;;;;;;;
;5104;7896002100014;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;2094.56;159;;;;;;;
;5104;7896002109017;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;61.39;2;;;;;;;
;5104;7896002110259;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;66.09;21;;;;;;;
;5104;7896002110419;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;1582.01;275;;;;;;;
;5104;7896002110457;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;643.88;112;;;;;;;
;5104;7896002110471;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;215.03;37;;;;;;;
;5104;7896002110921;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;181.16;10;;;;;;;
;5104;7896002110983;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;520.11;90;;;;;;;
;5104;7896002111034;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;666.54;116;;;;;;;
;5104;7896002111508;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;832.66;145;;;;;;;
;5104;7896010004007;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;205.14;6;;;;;;;
;5104;7896010004502;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;117.7;3;;;;;;;
;5104;7896010006322;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;771.1;19;;;;;;;
;5104;7896019302012;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;209.7;3;;;;;;;
;5104;7896022610005;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;77.97;3;;;;;;;
;5104;7896023080487;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;226.8;12;;;;;;;
;5104;7896037916062;PM SUPER;2023-09-01;;;SET;09-SET;;2023;5 BIM;;153.4;6;;;;;;;
